,OPEN,HIGH,LOW,CLOSE,VOLUME,AMT
2010-04-27,3163.101,3163.101,3060.854,3108.409,6529657400.0,88058360562.0
2010-04-28,3080.324,3122.115,3062.085,3097.353,4599540600.0,65484924588.0
2010-04-29,3114.941,3130.696,3059.796,3060.064,4826097100.0,69250868103.0
2010-04-30,3060.12,3068.127,3014.069,3067.365,5447788100.0,73190884013.0
2010-05-04,3005.487,3056.082,2994.921,3019.449,4124861000.0,54558607131.0
2010-05-05,2981.777,3036.865,2943.361,3036.394,5967044100.0,80835340414.0
2010-05-06,3014.907,3014.907,2895.392,2896.856,5877041300.0,81502262034.0
2010-05-07,2835.879,2892.533,2817.153,2836.789,6111939900.0,79147499714.0
2010-05-10,2842.366,2872.314,2798.523,2858.233,5020917300.0,64909188147.0
2010-05-11,2916.335,2922.125,2790.701,2800.817,5836349000.0,73894666754.0
2010-05-12,2781.708,2832.147,2756.422,2818.16,5300227100.0,64693988243.0
2010-05-13,2818.578,2886.972,2811.661,2886.911,5514577800.0,67486536613.99999
2010-05-14,2865.58,2888.093,2849.241,2868.023,4249871900.0,55175291043.0
2010-05-17,2828.882,2828.882,2712.444,2714.715,5216684700.0,62395513473.0
2010-05-18,2711.407,2781.845,2686.973,2771.348,5450967100.0,62746245805.0
2010-05-19,2748.952,2803.695,2723.304,2762.174,4557622100.0,54656401336.0
2010-05-20,2739.219,2793.876,2721.072,2726.022,4217480300.0,52677914862.0
2010-05-21,2656.419,2769.094,2647.597,2768.791,5447538300.0,63501808937.0
2010-05-24,2787.751,2886.368,2787.751,2873.469,7450233800.0,89961882752.0
2010-05-25,2851.256,2855.332,2798.02,2813.943,5516832700.0,67954988050.0
2010-05-26,2814.444,2839.031,2797.628,2813.944,3985856400.0,48495603059.0
2010-05-27,2808.048,2866.865,2771.586,2859.979,5344520900.0,65266773667.0
2010-05-28,2885.857,2893.687,2835.069,2850.302,5153498900.0,64342505421.0
2010-05-31,2835.334,2857.416,2772.792,2773.264,4621685400.0,56695803642.0
2010-06-01,2755.284,2782.288,2710.593,2744.162,4485142600.0,53230913831.0
2010-06-02,2729.328,2757.914,2700.075,2757.527,3958702000.0,46364229493.0
2010-06-03,2769.096,2787.512,2735.7,2736.076,3958725800.0,47143262922.0
2010-06-04,2721.359,2748.476,2713.095,2744.391,3274629100.0,39858363381.0
2010-06-07,2692.831,2716.401,2673.342,2695.715,3954199300.0,47062703369.0
2010-06-08,2694.106,2720.586,2672.058,2699.336,3514018200.0,42677104255.0
2010-06-09,2711.642,2787.825,2687.331,2782.133,6020953300.0,70710080539.0
2010-06-10,2755.94,2776.259,2746.107,2750.023,4290633400.0,50312244286.0
2010-06-11,2766.196,2782.095,2755.949,2758.866,4055858500.0,48871478557.0
2010-06-17,2778.533,2784.916,2742.64,2742.733,3261235600.0,40293233998.0
2010-06-18,2739.032,2755.842,2686.614,2696.166,4180834400.0,50256350918.0
2010-06-21,2698.984,2784.47,2686.323,2780.663,5526148200.0,62809190519.0
2010-06-22,2772.886,2795.323,2766.443,2783.72,3909605200.0,45207207792.0
2010-06-23,2768.695,2788.219,2734.047,2758.495,3560035000.0,41600240721.0
2010-06-24,2753.712,2783.508,2739.807,2757.498,2922068200.0,33772857040.0
2010-06-25,2744.122,2759.445,2715.655,2736.287,3067178200.0,34649179151.0
2010-06-28,2734.507,2751.455,2710.087,2716.777,2771004400.0,31198277084.0
2010-06-29,2717.465,2724.231,2591.694,2592.019,4875855200.0,50635969685.0
2010-06-30,2572.912,2575.824,2546.843,2563.07,3569879400.0,35809892277.0
2010-07-01,2557.92,2574.098,2524.573,2526.071,3285764600.0,32478457404.0
2010-07-02,2523.035,2542.122,2462.202,2534.105,4491410000.0,43367318435.0
2010-07-05,2507.354,2529.425,2476.49,2512.651,3217857400.0,30922298985.0
2010-07-06,2504.869,2563.411,2502.931,2562.902,3971476200.0,38976836519.0
2010-07-07,2561.106,2580.608,2548.559,2580.477,3572090900.0,37059898462.0
2010-07-08,2591.509,2602.23,2564.638,2575.921,3405696600.0,35348760455.0
2010-07-09,2578.555,2662.163,2557.259,2647.104,5849304500.0,61470066938.0
2010-07-12,2647.421,2689.809,2636.648,2676.218,5846249100.0,63462262470.0
2010-07-13,2649.658,2649.658,2618.34,2634.593,4322850600.0,45125109071.0
2010-07-14,2640.925,2684.616,2640.542,2653.609,4668886000.0,49497106670.0
2010-07-15,2650.334,2680.442,2607.788,2608.519,4044045900.0,41444710868.0
2010-07-16,2597.0,2621.332,2573.794,2616.128,3506330200.0,35422326209.0
2010-07-19,2592.087,2691.937,2585.007,2682.472,5386807000.0,59826125817.0
2010-07-20,2685.459,2746.237,2685.459,2741.503,7312834500.0,80958216794.0
2010-07-21,2744.696,2766.205,2733.721,2747.335,7075709200.0,73734684585.0
2010-07-22,2738.027,2783.138,2734.071,2781.286,6106480600.0,63576603000.0
2010-07-23,2787.521,2806.979,2769.44,2793.076,6451856500.0,70423335023.0
2010-07-26,2798.762,2811.953,2775.778,2811.055,5358002600.0,59848905278.0
2010-07-27,2803.755,2812.208,2785.374,2795.724,4979988400.0,55963991462.0
2010-07-28,2796.483,2866.404,2784.155,2863.724,7998595400.0,84516845765.0
2010-07-29,2866.772,2888.599,2851.996,2877.976,9596540900.0,92278224492.0
2010-07-30,2871.481,2876.136,2844.682,2868.846,6257559100.0,65224482367.0
2010-08-02,2868.279,2922.612,2867.45,2917.275,7174330000.0,73569074427.0
2010-08-03,2925.254,2929.614,2865.761,2865.971,8174836400.0,86870574135.0
2010-08-04,2858.354,2876.595,2818.248,2876.434,7131803900.0,75670144265.0
2010-08-05,2874.66,2877.31,2833.669,2850.829,6715758100.0,73038457567.0
2010-08-06,2848.155,2898.534,2821.033,2897.659,7491489500.0,82145150913.0
2010-08-09,2894.103,2922.624,2888.045,2918.241,7472639100.0,83431980844.0
2010-08-10,2920.404,2925.296,2832.078,2832.638,7843503400.0,84283699448.0
2010-08-11,2823.15,2864.361,2823.15,2850.211,5497913300.0,58786302173.0
2010-08-12,2822.791,2860.369,2810.102,2816.386,5989322700.0,65825613506.0
2010-08-13,2818.41,2856.043,2799.221,2855.547,5850772100.0,62923747790.0
2010-08-16,2851.219,2927.688,2843.024,2922.083,8106804300.0,91427507573.0
2010-08-17,2927.258,2949.73,2917.834,2942.291,7645291200.0,86700542871.0
2010-08-18,2945.979,2962.749,2924.668,2937.362,7074760000.0,80832368101.0
2010-08-19,2940.767,2975.188,2928.013,2955.395,7692486500.0,91734587115.0
2010-08-20,2943.334,2951.956,2892.64,2898.333,7166330600.0,82298173112.0
2010-08-23,2895.707,2920.541,2886.659,2896.192,4891551700.0,57772779300.0
2010-08-24,2892.129,2933.118,2866.802,2911.827,6109379600.0,65036592635.0
2010-08-25,2893.986,2904.662,2842.249,2843.023,6361062100.0,67048224427.0
2010-08-26,2853.105,2868.878,2836.129,2850.093,4867044200.0,51862922913.0
2010-08-27,2847.448,2861.074,2833.422,2858.566,4078958200.0,46699343358.0
2010-08-30,2874.247,2921.085,2872.918,2915.01,6574988200.0,77341616491.0
2010-08-31,2905.154,2910.06,2889.808,2903.188,6576610400.0,79976347302.0
